1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
56	-0.654283	4.801806	20.166789	0.008201	0.6
57	-0.652122	4.115218	20.718099	0.007597	0.6
58	-0.658697	3.357964	21.362195	0.007409	0.6
59	-0.646434	4.357573	20.520086	0.005369	0.6
60	-0.651607	5.357558	19.741570	0.006179	0.7
61	-0.637703	4.600428	20.325425	0.004145	0.6
62	-0.646124	3.843275	20.944887	0.009454	0.7
63	-0.635229	3.086027	21.603379	0.005325	0.6
64	-0.657511	4.086027	20.742208	0.017853	0.6
65	-0.651062	3.329928	21.386811	0.010197	0.7
66	-0.630857	4.329928	20.542481	0.004395	0.6
67	-0.656357	5.329928	19.762286	0.014554	0.6
68	-0.662323	6.329746	19.039313	0.011927	0.6
69	-0.635766	5.572491	19.581889	0.011174	0.6
70	-0.652540	6.572491	18.871692	0.012160	0.6
71	-0.656810	5.815237	19.404623	0.012279	0.6
72	-0.643149	5.057983	19.968529	0.005956	0.5
73	-0.675520	6.055687	19.232170	0.003406	0.6
74	-0.636844	5.321802	19.768387	0.003520	0.6
75	-0.666608	5.281705	19.798547	0.013932	0.6
76	-0.657839	6.166305	19.153859	0.007838	0.6
77	-0.678647	7.166305	18.473831	0.008598	0.6
78	-0.638658	8.166294	17.840442	0.007209	0.6
79	-0.639980	7.409040	18.315986	0.007945	0.6
80	-0.672225	6.651786	18.817576	0.009607	0.6
81	-0.665948	5.894531	19.347412	0.011980	0.6
82	-0.648922	6.894528	18.653823	0.006286	0.6
83	-0.627588	7.894528	18.008239	0.005685	0.6
84	-0.650252	8.894527	17.405848	0.007446	0.6
85	-0.667468	9.894527	16.842452	0.006811	0.6
86	-0.645175	9.137272	17.265649	0.007269	0.6
87	-0.660741	10.137265	16.711152	0.009520	0.6
88	-0.625914	10.530617	16.502677	0.004286	0.7
89	-0.638538	11.492311	16.014237	0.007805	0.6
90	-0.663445	12.486104	15.538970	0.005782	0.6
91	-0.642896	11.728850	15.898499	0.007780	0.6
92	-0.656209	10.975219	16.273214	0.003767	0.6
93	-0.624138	11.971009	15.781730	0.008131	0.6
94	-0.640077	12.967024	15.318963	0.005012	0.6
95	-0.615967	12.209770	15.668268	0.006966	0.6
96	-0.650766	13.195777	15.216486	0.007816	0.6
97	-0.668072	12.439179	15.560776	0.001993	0.6
98	-0.625983	11.682498	15.921047	0.007658	0.6
99	-0.640511	12.642101	15.466917	0.006245	0.5
100	-0.636953	13.642101	15.020439	0.010791	0.6
101	-0.653862	14.642081	14.599023	0.007129	0.6
102	-0.664636	13.884827	14.915928	0.003664	0.7
103	-0.672927	13.664887	15.010566	0.005782	0.6
104	-0.665003	13.438426	15.109273	0.009235	0.6
105	-0.629090	12.869640	15.363009	0.009672	0.6
106	-0.604243	12.112385	15.714349	0.008610	0.6
107	-0.627912	11.355131	16.082135	0.008998	0.6
108	-0.619660	12.355131	15.599986	0.011440	0.6
109	-0.662807	11.597877	15.962376	0.009286	0.6
110	-0.656945	12.597877	15.487275	0.012888	0.6
111	-0.639594	11.840623	15.844388	0.006301	0.6
112	-0.630342	11.083369	16.218359	0.005190	0.6
113	-0.663228	10.618892	16.456603	0.005648	0.6
114	-0.643791	11.357014	16.081199	0.007443	0.7
115	-0.649320	12.356957	15.599132	0.007585	0.6
116	-0.671939	13.348245	15.148942	0.006134	0.6
117	-0.643042	12.626016	15.474315	0.003920	0.6
118	-0.620307	13.625996	15.027426	0.005863	0.6
119	-0.665443	14.623394	14.606682	0.002395	0.6
120	-0.615696	15.362190	14.309907	0.008971	0.5
121	-0.674048	14.680388	14.583350	0.009321	0.7
122	-0.649507	13.934761	14.894608	0.008304	0.7
123	-0.661811	14.864909	14.508320	0.002650	0.6
124	-0.655370	15.817662	14.132880	0.007415	0.6
125	-0.650733	15.147113	14.395052	0.005943	0.6
126	-0.670030	14.389930	14.703041	0.004962	0.6
127	-0.627562	13.801223	14.951761	0.008414	0.6
128	-0.696100	13.043970	15.284339	0.007740	0.5
129	-0.656726	12.286716	15.632049	0.007602	0.6
130	-0.646782	12.037649	15.749897	0.010854	0.7
131	-0.659853	11.280845	16.119143	0.005356	0.6
132	-0.651552	10.540884	16.497305	0.009254	0.7
133	-0.657954	9.783630	16.903126	0.008593	0.6
134	-0.653193	10.783630	16.371307	0.007494	0.6
135	-0.626204	11.024516	16.248164	0.008961	0.6
136	-0.634674	10.267262	16.641674	0.005582	0.6
137	-0.632267	9.510007	17.054718	0.007515	0.6
138	-0.642887	8.752757	17.488785	0.007146	0.6
139	-0.658475	7.995503	17.945527	0.007109	0.6
140	-0.627833	7.238354	18.426697	0.004042	0.6
141	-0.666410	6.611446	18.845068	0.006166	0.7
142	-0.632688	7.602412	18.192157	0.012685	0.6
143	-0.654496	6.845158	18.686896	0.007033	0.6
144	-0.645030	6.087903	19.209297	0.008487	0.6
145	-0.639126	5.330806	19.761628	0.009333	0.6
146	-0.683964	4.573551	20.346786	0.006251	0.6
147	-0.646463	5.573551	19.581108	0.010345	0.6
148	-0.638535	4.816297	20.155469	0.007407	0.6
149	-0.646021	5.816297	19.403856	0.013028	0.6
150	-0.625169	6.816297	18.706285	0.006415	0.6
151	-0.631327	6.059043	19.229785	0.006545	0.6
152	-0.628221	5.301804	19.783418	0.008405	0.6
153	-0.636167	6.301754	19.058833	0.006207	0.6
154	-0.678226	5.544500	19.602538	0.012459	0.6
155	-0.636125	6.544500	18.890870	0.003569	0.6
156	-0.650267	5.787246	19.424900	0.003871	0.6
157	-0.615806	6.501666	18.920293	0.005606	0.7
158	-0.655960	5.748560	19.452994	0.004494	0.6
159	-0.668461	6.747632	18.752576	0.003878	0.6
160	-0.647911	6.422938	18.974611	0.006485	0.7
161	-0.667378	5.671411	19.509263	0.006437	0.6
162	-0.670905	5.717765	19.475416	0.009784	0.7
163	-0.640159	4.960511	20.043503	0.003817	0.6
164	-0.639785	5.960267	19.300238	0.003133	0.6
165	-0.693961	6.449244	18.956427	0.007976	0.6
166	-0.686798	5.701657	19.487164	0.012757	0.6
167	-0.648620	4.944403	20.055948	0.004649	0.6
168	-0.651526	4.187180	20.658905	0.007336	0.6
169	-0.653296	3.493066	21.244363	0.007287	0.6
170	-0.652758	4.492373	20.411579	0.006421	0.6
171	-0.633489	5.490971	19.642148	0.007976	0.6
172	-0.651217	5.161523	19.889499	0.006577	0.6
173	-0.645679	4.404269	20.482368	0.009564	0.6
174	-0.623039	5.404264	19.706649	0.006558	0.6
175	-0.652156	6.404264	18.987540	0.007568	0.6
176	-0.639328	7.216901	18.440706	0.009028	0.7
177	-0.641337	8.215603	17.810332	0.014062	0.6
178	-0.654530	7.458349	18.284251	0.007011	0.6
179	-0.660984	6.701094	18.784080	0.007829	0.5
180	-0.643231	5.997654	19.273511	0.006480	0.7
181	-0.653625	6.997650	18.585116	0.007440	0.6
182	-0.659979	7.996162	17.945119	0.012396	0.6
183	-0.663106	7.238908	18.426335	0.009284	0.6
184	-0.647024	6.482779	18.933295	0.005833	0.6
185	-0.653284	5.725525	19.469761	0.008439	0.6
186	-0.647979	6.720291	18.771072	0.007505	0.7
187	-0.661655	7.720218	18.117536	0.006048	0.6
188	-0.659313	8.720196	17.507946	0.006983	0.7
189	-0.640427	7.962942	17.965702	0.006357	0.7
190	-0.648402	8.962913	17.366121	0.007693	0.6
191	-0.684972	9.870200	16.855724	0.003446	0.6
192	-0.677486	9.115489	17.278138	0.010337	0.6
193	-0.663341	8.399282	17.699057	0.007341	0.7
194	-0.649129	7.642028	18.166995	0.010710	0.6
195	-0.642312	8.642027	17.554116	0.010268	0.7
196	-0.638495	9.642027	16.981239	0.009640	0.6
197	-0.644610	8.884775	17.411527	0.007385	0.6
198	-0.628798	9.883838	16.848281	0.010909	0.7
199	-0.648748	9.126584	17.271775	0.004235	0.6
200	-0.630111	8.369455	17.717032	0.008569	0.6
201	-0.673201	7.622135	18.179621	0.008229	0.6
202	-0.647031	6.871570	18.669188	0.006136	0.6
203	-0.651105	6.123343	19.184197	0.005075	0.6
204	-0.624758	7.079456	18.530971	0.012866	0.6
205	-0.637572	6.322288	19.044510	0.009336	0.7
206	-0.667619	7.061169	18.543047	0.009715	0.6
207	-0.629446	6.303932	19.057313	0.005551	0.6
208	-0.670879	7.303930	18.384004	0.002797	0.6
209	-0.698841	7.729135	18.111913	0.008232	0.6
210	-0.640765	8.724206	17.505584	0.006490	0.6
211	-0.639586	7.966954	17.963213	0.007709	0.7
212	-0.632315	7.480975	18.269725	0.006129	0.5
213	-0.638746	6.723721	18.768750	0.007956	0.7
214	-0.655213	5.966486	19.295787	0.005974	0.6
215	-0.655206	5.212080	19.851137	0.011234	0.6
216	-0.647929	5.929423	19.322344	0.008581	0.7
217	-0.629795	5.172169	19.881408	0.009482	0.6
218	-0.621746	6.172169	19.149726	0.010964	0.6
219	-0.641854	5.414915	19.698704	0.008223	0.6
220	-0.629456	4.657661	20.280086	0.010593	0.5
221	-0.670921	5.652755	19.522919	0.011578	0.6
222	-0.659067	6.652755	18.816916	0.008646	0.6
223	-0.611923	7.652755	18.160194	0.004922	0.6
224	-0.661712	8.644293	17.552774	0.006662	0.8
225	-0.654379	7.887361	18.012707	0.006414	0.7
226	-0.658563	8.869761	17.420279	0.007957	0.6
227	-0.668869	8.648928	17.550030	0.002592	0.6
228	-0.685214	7.892568	18.009461	0.011829	0.6
229	-0.647071	8.738672	17.497068	0.010832	0.7
230	-0.640905	7.981418	17.954249	0.008973	0.6
231	-0.641237	8.981418	17.355403	0.007078	0.6
232	-0.641819	8.224482	17.804920	0.013937	0.7
233	-0.655482	7.467274	18.278518	0.007431	0.7
234	-0.655719	6.710020	18.778030	0.007977	0.6
235	-0.649791	7.710019	18.123972	0.003811	0.6
236	-0.654714	8.539716	17.614915	0.004256	0.6
237	-0.679877	7.824545	18.051962	0.006976	0.6
238	-0.669052	7.067814	18.538657	0.011859	0.8
239	-0.637627	6.312112	19.051605	0.009319	0.6
240	-0.643067	7.312112	18.378692	0.010564	0.7
241	-0.655201	8.312110	17.751693	0.006606	0.6
242	-0.626934	9.312110	17.166063	0.010694	0.6
243	-0.649273	8.861968	17.424826	0.010985	0.7
244	-0.637923	9.861968	16.860220	0.006146	0.7
245	-0.645604	9.105918	17.283631	0.002746	0.6
246	-0.632966	8.359948	17.722769	0.003191	0.6
247	-0.654871	7.626142	18.177077	0.010700	0.6
248	-0.661125	8.626121	17.563541	0.004544	0.6
249	-0.661495	7.868870	18.024245	0.010628	0.6
