1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
93	-0.602988	1.259541	6.573892	0.011103	0.7
94	-0.617727	0.325852	6.861710	0.014128	0.7
95	-0.627436	1.325849	6.554367	0.008139	0.6
96	-0.618624	2.305833	6.278764	0.010041	0.6
97	-0.637440	3.305726	6.020467	0.003280	0.7
98	-0.605806	3.909821	5.874463	0.012116	0.7
99	-0.611178	3.003047	6.096385	0.012234	0.7
100	-0.647328	2.072625	6.342226	0.019503	0.6
101	-0.602107	1.717961	6.441239	0.007396	0.7
102	-0.591091	0.784273	6.717315	0.007381	0.7
103	-0.621780	0.957142	6.664429	0.019640	0.7
104	-0.618649	0.023834	6.960282	0.008906	0.6
105	-0.610420	0.000000	6.968182	0.021015	0.7
106	-0.612672	0.635814	6.763407	0.009197	0.6
107	-0.643376	0.000000	6.968182	0.012069	0.7
108	-0.632218	0.747456	6.728687	0.010629	0.6
109	-0.647715	1.181470	6.597030	0.007783	0.7
110	-0.624436	0.371970	6.846903	0.006511	0.6
111	-0.614874	0.000000	6.968182	0.011788	0.6
112	-0.638680	0.999901	6.651476	0.013430	0.7
113	-0.634075	1.999898	6.362281	0.007822	0.6
114	-0.659846	2.482890	6.231423	0.015071	0.6
115	-0.594260	1.549465	6.489370	0.022828	0.7
116	-0.612302	2.549465	6.213806	0.003979	0.6
117	-0.596570	3.536569	5.963825	0.019161	0.6
118	-0.628594	2.606085	6.198902	0.006608	0.7
119	-0.600533	2.116206	6.330269	0.014606	0.6
120	-0.622264	3.115971	6.067838	0.011376	0.6
121	-0.606996	4.115936	5.826254	0.006493	0.6
122	-0.619755	5.115629	5.603228	0.012224	0.7
123	-0.624701	5.927732	5.434242	0.011206	0.6
124	-0.590489	5.498691	5.522228	0.010117	0.6
125	-0.649669	6.498689	5.321411	0.013242	0.7
126	-0.638446	7.498671	5.134689	0.007284	0.7
127	-0.605457	6.565050	5.308600	0.013919	0.7
128	-0.607986	7.445249	5.144332	0.005908	0.6
129	-0.658019	7.614245	5.113950	0.017241	0.6
130	-0.591905	6.683358	5.285913	0.016921	0.6
131	-0.631406	7.682675	5.101749	0.011664	0.6
132	-0.605077	6.748987	5.273411	0.010253	0.7
133	-0.560397	5.815300	5.457027	0.008793	0.6
134	-0.624007	6.815233	5.260852	0.016487	0.7
135	-0.615353	7.815214	5.078283	0.012069	0.6
136	-0.599021	6.881527	5.248343	0.014481	0.6
137	-0.582490	5.947838	5.430188	0.022049	0.7
138	-0.670238	6.947838	5.235890	0.026268	0.6
139	-0.619165	6.014150	5.416858	0.009230	0.6
140	-0.602011	5.334354	5.556689	0.008401	0.7
141	-0.602863	6.329584	5.354337	0.012366	0.7
142	-0.619748	7.272537	5.175758	0.012890	0.7
143	-0.619809	6.840208	5.256132	0.006559	0.7
144	-0.642127	5.907193	5.438390	0.007083	0.7
145	-0.603291	6.718572	5.279197	0.019104	0.7
146	-0.656143	7.716657	5.095712	0.013134	0.6
147	-0.627595	6.784023	5.266761	0.006838	0.7
148	-0.625423	6.166212	5.386537	0.003320	0.6
149	-0.623115	5.435646	5.535398	0.009210	0.6
150	-0.620823	4.645668	5.705908	0.013479	0.7
151	-0.624546	3.714757	5.920828	0.012216	0.7
152	-0.634254	2.781069	6.153290	0.021385	0.6
153	-0.623180	3.781069	5.904984	0.006295	0.6
154	-0.635857	2.847416	6.136171	0.011472	0.6
155	-0.642456	3.639849	5.938828	0.011197	0.7
156	-0.624987	4.639848	5.707203	0.011264	0.6
157	-0.621498	3.706160	5.922888	0.011314	0.6
158	-0.634412	2.772474	6.155515	0.015514	0.6
159	-0.620045	1.838806	6.407157	0.017204	0.7
160	-0.612689	2.838806	6.138387	0.011866	0.7
161	-0.629302	2.789830	6.151024	0.022713	0.7
162	-0.643204	3.789830	5.902897	0.011536	0.6
163	-0.614838	4.789830	5.674012	0.006953	0.6
164	-0.598072	5.577038	5.505949	0.011538	0.6
165	-0.610849	4.956675	5.637541	0.012700	0.6
166	-0.618910	4.022994	5.847894	0.013503	0.7
167	-0.602325	4.888736	5.652335	0.022489	0.7
168	-0.627517	5.772507	5.465749	0.008611	0.6
169	-0.629957	6.772355	5.268974	0.010996	0.7
170	-0.596491	7.769582	5.086338	0.020381	0.6
171	-0.609254	8.759965	4.917069	0.007009	0.6
172	-0.639631	7.826278	5.076334	0.016619	0.7
173	-0.616006	6.892670	5.246246	0.015864	0.6
174	-0.605409	5.958982	5.427943	0.016391	0.6
175	-0.640578	5.025293	5.622677	0.006628	0.6
176	-0.643980	4.900068	5.649862	0.010097	0.6
177	-0.610372	3.981535	5.857599	0.010072	0.6
178	-0.642147	4.925380	5.644346	0.008807	0.6
179	-0.619913	4.196488	5.807628	0.011295	0.7
180	-0.620252	3.263702	6.030894	0.009819	0.7
181	-0.652656	4.263447	5.792235	0.011223	0.6
182	-0.597926	3.330714	6.014284	0.004257	0.6
183	-0.642340	3.349956	6.009531	0.018201	0.7
184	-0.622616	2.426706	6.246368	0.007969	0.7
185	-0.601443	1.493096	6.505633	0.012885	0.6
186	-0.629114	2.493085	6.228719	0.016853	0.7
187	-0.625766	3.493085	5.974413	0.012801	0.7
188	-0.638830	4.493085	5.740059	0.007814	0.6
189	-0.636825	3.889512	5.879256	0.017302	0.6
190	-0.611506	2.955824	6.108403	0.014323	0.8
191	-0.601971	2.022136	6.356136	0.020337	0.7
192	-0.609157	1.933067	6.380822	0.007094	0.7
193	-0.619130	2.697478	6.174995	0.009904	0.7
194	-0.636869	2.510626	6.224072	0.015816	0.6
195	-0.618332	1.576938	6.481473	0.015869	0.6
196	-0.595669	0.781585	6.718143	0.012228	0.7
197	-0.595410	0.832475	6.702484	0.014071	0.7
198	-0.637937	1.823863	6.411352	0.010521	0.6
199	-0.632959	2.823861	6.142238	0.007501	0.7
200	-0.617876	3.821204	5.895436	0.006348	0.6
201	-0.630129	4.810401	5.669490	0.016261	0.7
202	-0.617466	3.884395	5.880465	0.007676	0.6
203	-0.644843	4.880970	5.654031	0.012147	0.7
204	-0.649661	3.948145	5.865439	0.013259	0.6
205	-0.610818	3.014457	6.093488	0.004838	0.6
206	-0.573079	3.877971	5.881983	0.014868	0.6
207	-0.631074	2.945756	6.110971	0.011463	0.6
208	-0.645263	3.945756	5.866000	0.014943	0.6
209	-0.611315	4.944358	5.640217	0.008258	0.6
210	-0.631891	5.767027	5.466868	0.015942	0.6
211	-0.613156	6.767025	5.269985	0.008651	0.7
212	-0.617427	7.763365	5.087437	0.004918	0.6
213	-0.604278	8.717076	4.924166	0.009587	0.6
214	-0.638256	7.951518	5.054375	0.009369	0.6
215	-0.625082	7.461487	5.141397	0.004853	0.7
216	-0.654347	7.740307	5.091519	0.007466	0.7
217	-0.634416	7.114858	5.204786	0.016171	0.6
218	-0.615512	8.106377	5.027483	0.016932	0.7
219	-0.639484	9.106377	4.860492	0.012457	0.7
220	-0.613860	8.172689	5.016055	0.016190	0.7
221	-0.609925	7.239000	5.181905	0.012859	0.6
222	-0.622084	6.434568	5.333848	0.013309	0.6
223	-0.614186	7.370115	5.157956	0.009714	0.7
224	-0.624165	6.546320	5.312209	0.008350	0.7
225	-0.622828	7.545488	5.126268	0.006267	0.6
226	-0.622171	8.530203	4.955327	0.014354	0.7
227	-0.628291	9.521158	4.794439	0.015635	0.6
228	-0.604294	8.587526	4.945727	0.014127	0.7
229	-0.620517	7.675516	5.103023	0.012286	0.6
230	-0.618713	6.742467	5.274650	0.024720	0.7
231	-0.622012	7.742212	5.091181	0.021187	0.6
232	-0.617541	6.808524	5.262121	0.024916	0.7
233	-0.628788	5.874836	5.444938	0.011121	0.7
234	-0.631432	4.941148	5.640915	0.011127	0.6
235	-0.613776	5.888561	5.442159	0.008412	0.7
236	-0.638865	4.985786	5.631225	0.009337	0.6
237	-0.621694	4.442947	5.751370	0.016299	0.7
238	-0.613766	5.442477	5.533968	0.010585	0.7
239	-0.597170	4.509076	5.736461	0.018089	0.6
240	-0.618838	5.065018	5.614107	0.007661	0.8
241	-0.656682	4.131502	5.822645	0.015632	0.6
242	-0.607084	5.077573	5.611405	0.007142	0.7
243	-0.624724	4.143885	5.819777	0.017299	0.7
244	-0.647213	5.143865	5.597176	0.006245	0.6
245	-0.582218	4.210190	5.804471	0.011831	0.6
246	-0.652152	5.210016	5.583049	0.013313	0.7
247	-0.584651	6.210016	5.377866	0.011096	0.7
248	-0.646392	7.210016	5.187229	0.003597	0.7
249	-0.605586	8.106404	5.027478	0.006061	0.6
