1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
105	-0.058654	6.284702	6.757226	0.003571	0.5
106	-0.066296	7.275633	6.520417	0.005468	0.5
107	-0.063784	6.304156	6.752412	0.007344	0.5
108	-0.053236	7.304156	6.513846	0.003949	0.5
109	-0.053276	6.332681	6.745365	0.006873	0.5
110	-0.063040	5.597972	6.931690	0.003936	0.5
111	-0.059087	4.644417	7.189436	0.005772	0.5
112	-0.064922	5.643807	6.919766	0.003388	0.4
113	-0.052496	6.635589	6.671430	0.003358	0.5
114	-0.055998	7.451130	6.480196	0.004481	0.5
115	-0.052366	6.479831	6.709245	0.007164	0.5
116	-0.053306	5.508353	6.955125	0.003521	0.5
117	-0.068173	6.507306	6.702543	0.006089	0.5
118	-0.058014	7.198990	6.538138	0.004495	0.5
119	-0.060825	6.227722	6.771367	0.005314	0.4
120	-0.057073	7.227506	6.531534	0.004399	0.5
121	-0.068696	8.139919	6.327022	0.006475	0.5
122	-0.064679	7.168441	6.545229	0.004321	0.6
123	-0.050663	8.168440	6.320835	0.004821	0.5
124	-0.059336	9.168440	6.111317	0.006723	0.5
125	-0.060497	10.166359	5.915638	0.006677	0.6
126	-0.051629	9.194886	6.105964	0.003015	0.5
127	-0.057016	10.184597	5.912179	0.003032	0.5
128	-0.062774	11.157252	5.733354	0.002416	0.6
129	-0.063077	11.928873	5.599004	0.004468	0.6
130	-0.060863	10.988843	5.763538	0.006352	0.5
131	-0.066787	10.017366	5.944054	0.009943	0.5
132	-0.065466	11.017366	5.758403	0.004932	0.5
133	-0.054963	12.017366	5.583998	0.003819	0.5
134	-0.053879	11.145916	5.735376	0.005126	0.5
135	-0.059364	11.789512	5.622801	0.004105	0.6
136	-0.055907	12.595167	5.487959	0.003648	0.5
137	-0.065712	12.218271	5.550226	0.005051	0.5
138	-0.052882	13.218259	5.388027	0.007358	0.5
139	-0.059600	14.218259	5.235037	0.003509	0.5
140	-0.064263	13.246781	5.383540	0.003649	0.5
141	-0.054973	13.838070	5.292168	0.002630	0.5
142	-0.058126	13.808989	5.296589	0.006622	0.5
143	-0.059214	12.851836	5.446349	0.005969	0.4
144	-0.053751	11.915219	5.601327	0.002904	0.5
145	-0.069176	11.453503	5.681017	0.009037	0.5
146	-0.056538	12.192351	5.554560	0.004826	0.7
147	-0.063186	13.191417	5.392257	0.003462	0.6
148	-0.059746	13.651527	5.320657	0.008488	0.5
149	-0.068360	12.953570	5.430030	0.010067	0.5
150	-0.058480	13.953570	5.274680	0.005409	0.5
151	-0.054070	12.982130	5.425466	0.004571	0.5
152	-0.052955	12.014595	5.584467	0.003764	0.5
153	-0.058789	13.014447	5.420312	0.004717	0.5
154	-0.058645	14.013393	5.265668	0.004975	0.5
155	-0.058823	14.045902	5.260784	0.003766	0.5
156	-0.060565	13.601957	5.328280	0.003241	0.5
157	-0.065950	14.568833	5.183440	0.006437	0.5
158	-0.053246	13.666880	5.318301	0.005515	0.5
159	-0.062266	13.385006	5.361898	0.004173	0.5
160	-0.064588	14.334783	5.217774	0.002967	0.5
161	-0.060262	15.152616	5.099739	0.002251	0.5
162	-0.065522	15.352501	5.071698	0.004433	0.6
163	-0.056164	14.397462	5.208535	0.003360	0.6
164	-0.060504	14.045217	5.260886	0.006732	0.9
165	-0.056584	13.287851	5.377091	0.006473	0.6
166	-0.066751	12.515645	5.500980	0.004411	0.6
167	-0.074221	11.544322	5.665163	0.002717	0.6
168	-0.062494	11.139073	5.736597	0.007774	0.5
169	-0.055700	11.907576	5.602628	0.003475	0.5
170	-0.063696	12.907568	5.437397	0.004854	0.7
171	-0.056343	13.903747	5.282209	0.007125	0.5
172	-0.057485	12.932270	5.433439	0.004080	0.6
173	-0.062877	11.960872	5.593569	0.005272	0.6
174	-0.064009	11.991790	5.588327	0.005294	0.5
175	-0.063168	12.991789	5.423925	0.005749	0.6
176	-0.074277	13.991788	5.268919	0.009731	0.6
177	-0.061022	13.020310	5.419378	0.006163	0.6
178	-0.064907	14.020310	5.264628	0.006104	0.5
179	-0.055627	15.019413	5.118598	0.008454	0.5
180	-0.065483	16.019413	4.980330	0.006910	0.5
181	-0.055661	16.622803	4.900456	0.003981	0.6
182	-0.064020	17.622781	4.773579	0.005647	0.5
183	-0.056409	16.689350	4.891804	0.003991	0.5
184	-0.055743	17.656537	4.769411	0.005066	0.5
185	-0.069549	18.224179	4.700389	0.006025	0.5
186	-0.058004	18.121861	4.712682	0.006378	0.6
187	-0.052660	17.150387	4.832688	0.003569	0.5
188	-0.055172	16.292573	4.943850	0.004695	0.7
189	-0.054139	17.041123	4.846568	0.004626	0.5
190	-0.068520	18.041114	4.722429	0.007271	0.6
191	-0.066321	17.069646	4.842937	0.003632	0.6
192	-0.044122	16.098315	4.969738	0.004154	0.6
193	-0.063296	15.129287	5.103032	0.002767	0.5
194	-0.052283	15.439622	5.059572	0.004699	0.5
195	-0.061856	14.471010	5.197735	0.003293	0.6
196	-0.053848	13.520211	5.340897	0.006778	0.7
197	-0.058272	14.474409	5.197237	0.005189	0.5
198	-0.052556	15.474384	5.054750	0.003518	0.5
199	-0.059958	14.509642	5.192080	0.004919	1.0
200	-0.066191	15.505593	5.050429	0.006674	0.7
201	-0.064270	16.505593	4.915771	0.004603	0.9
202	-0.074673	15.534115	5.046486	0.007732	0.5
203	-0.075724	15.243396	5.086965	0.004186	0.5
204	-0.064611	16.243055	4.950424	0.004550	0.5
205	-0.059329	15.281227	5.081661	0.006102	0.5
206	-0.055394	16.188441	4.957694	0.005233	0.5
207	-0.062534	17.188441	4.827872	0.004298	0.5
208	-0.062897	16.216964	4.953894	0.006457	0.6
209	-0.054963	16.950015	4.858204	0.006684	0.6
210	-0.060970	15.978538	4.985835	0.006201	0.6
211	-0.069378	15.007060	5.120354	0.002743	0.5
212	-0.068371	14.035827	5.262296	0.005435	0.5
213	-0.048756	14.951862	5.128216	0.005432	0.5
214	-0.069858	13.980925	5.270555	0.004600	0.5
215	-0.060400	13.086515	5.408852	0.005629	0.5
216	-0.064623	12.115037	5.567528	0.007857	0.6
217	-0.072575	11.225720	5.721172	0.004369	0.5
218	-0.059280	12.225678	5.548989	0.004493	0.5
219	-0.059204	13.220597	5.387659	0.004413	0.5
220	-0.062500	12.249306	5.545045	0.005965	0.5
221	-0.073432	11.277909	5.711922	0.006430	0.5
222	-0.074294	10.306431	5.889170	0.003377	0.5
223	-0.053452	11.299828	5.708046	0.004902	0.6
224	-0.073093	11.588206	5.657535	0.004068	0.5
225	-0.053171	12.507734	5.502279	0.003415	0.5
226	-0.061491	11.631958	5.649949	0.006562	0.5
227	-0.065536	10.662131	5.823010	0.008131	0.6
228	-0.061366	9.690891	6.007284	0.005529	0.5
229	-0.066850	9.603563	6.024426	0.003541	0.5
230	-0.058902	8.690699	6.209652	0.005611	0.6
231	-0.050947	7.719604	6.419619	0.006601	0.7
232	-0.059422	8.719565	6.203621	0.003382	0.6
233	-0.066958	9.243451	6.096160	0.005236	0.6
234	-0.059100	10.045143	5.938736	0.006180	0.5
235	-0.072492	9.085051	6.128256	0.004862	0.7
236	-0.049324	8.476110	6.254859	0.003806	0.5
237	-0.068937	9.472372	6.050363	0.005294	0.6
238	-0.058663	10.396068	5.872356	0.004760	0.6
239	-0.070922	9.487142	6.047432	0.003481	0.6
240	-0.058244	8.519390	6.245688	0.003986	0.6
241	-0.068037	9.212131	6.102479	0.004076	0.5
242	-0.053824	8.279332	6.296896	0.004446	0.6
243	-0.063970	7.360373	6.500934	0.004823	0.5
244	-0.063140	6.389145	6.731459	0.005388	0.5
245	-0.064151	7.385339	6.495216	0.007023	0.6
246	-0.072791	6.415649	6.724951	0.003197	0.5
247	-0.061475	5.889061	6.856651	0.004810	0.5
248	-0.057942	6.326614	6.746862	0.003302	0.5
249	-0.065782	7.240090	6.528623	0.004534	0.5
