1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
47	-0.283322	0.307101	38.418569	0.003723	0.5
48	-0.258217	0.025401	38.933304	0.003618	0.5
49	-0.259062	0.000000	38.980396	0.004196	0.5
50	-0.298820	0.999374	37.209619	0.005330	0.5
51	-0.269626	0.695651	37.730526	0.004129	0.6
52	-0.296084	0.391796	38.266460	0.004475	0.5
53	-0.271355	0.087942	38.817839	0.004574	0.4
54	-0.278717	0.000000	38.980396	0.003542	0.4
55	-0.302401	0.000000	38.980396	0.006053	0.4
56	-0.299812	0.000000	38.980396	0.004730	0.5
57	-0.297720	0.000000	38.980396	0.003412	0.4
58	-0.259215	0.000000	38.980396	0.002598	0.5
59	-0.277258	0.000000	38.980396	0.003870	0.5
60	-0.299672	0.000000	38.980396	0.003298	0.5
61	-0.271699	0.000000	38.980396	0.004042	0.4
62	-0.279495	0.547596	37.989774	0.003609	0.5
63	-0.262348	0.243832	38.532988	0.004203	0.5
64	-0.301544	0.000000	38.980396	0.003704	0.5
65	-0.303184	0.000000	38.980396	0.005072	0.6
66	-0.288725	0.000000	38.980396	0.001959	0.5
67	-0.298573	0.935179	37.318516	0.005121	0.7
68	-0.309566	1.211209	36.854739	0.002834	0.5
69	-0.285427	0.913937	37.354690	0.004522	0.5
70	-0.284318	0.610084	37.879923	0.002084	0.5
71	-0.287190	1.194019	36.883286	0.004241	0.5
72	-0.289074	0.890564	37.394574	0.003077	0.4
73	-0.277395	0.587109	37.920238	0.003605	0.4
74	-0.279713	0.283283	38.461563	0.003575	0.5
75	-0.307735	0.752684	37.631602	0.002997	0.5
76	-0.299077	0.734759	37.662637	0.004807	0.5
77	-0.295460	0.430904	38.196630	0.004701	0.4
78	-0.276415	0.127050	38.745983	0.003907	0.4
79	-0.313129	0.000000	38.980396	0.003372	0.5
80	-0.312238	0.000000	38.980396	0.005716	0.8
81	-0.311396	0.000000	38.980396	0.002570	0.5
82	-0.313217	0.000000	38.980396	0.002627	0.6
83	-0.333033	0.000000	38.980396	0.004602	0.5
84	-0.297720	0.000000	38.980396	0.003663	0.5
85	-0.320566	0.983195	37.237004	0.005154	0.5
86	-0.290698	1.980909	35.620363	0.002969	0.4
87	-0.297996	1.677055	36.097647	0.001810	0.4
88	-0.295493	1.373788	36.586935	0.002128	0.4
89	-0.300193	1.073112	37.085316	0.006431	0.5
90	-0.305203	0.769257	37.602952	0.002906	0.5
91	-0.290021	0.465403	38.135242	0.003354	0.5
92	-0.299402	0.163296	38.679624	0.002817	0.4
93	-0.295550	0.215520	38.584411	0.003468	0.4
94	-0.295152	0.488242	38.094708	0.003177	0.4
95	-0.309524	0.184393	38.641103	0.004200	0.4
96	-0.282998	0.000000	38.980396	0.004763	0.4
97	-0.318231	0.000000	38.980396	0.003165	0.4
98	-0.314000	0.000000	38.980396	0.003622	0.5
99	-0.286899	0.000000	38.980396	0.004194	0.5
100	-0.267254	0.000000	38.980396	0.002541	0.5
101	-0.300390	0.000000	38.980396	0.003233	0.4
102	-0.285520	0.000000	38.980396	0.002889	0.5
103	-0.298059	0.000000	38.980396	0.004018	0.5
104	-0.293247	0.000000	38.980396	0.003273	0.5
105	-0.287370	0.016003	38.950714	0.003669	0.4
106	-0.283220	0.000000	38.980396	0.004462	0.6
107	-0.276568	0.000000	38.980396	0.002134	0.5
108	-0.313437	0.000000	38.980396	0.003654	0.4
109	-0.300418	0.000000	38.980396	0.004891	0.5
110	-0.292092	0.000000	38.980396	0.004566	0.4
111	-0.305015	0.000000	38.980396	0.002454	0.4
112	-0.310746	0.000000	38.980396	0.002830	0.4
113	-0.302592	0.000000	38.980396	0.002622	0.4
114	-0.294762	0.000000	38.980396	0.002781	0.4
115	-0.288772	0.000000	38.980396	0.003734	0.4
116	-0.279174	0.000000	38.980396	0.002497	0.4
117	-0.318141	0.000000	38.980396	0.002158	0.4
118	-0.304435	0.000000	38.980396	0.004352	0.4
119	-0.315446	0.000000	38.980396	0.004891	0.4
120	-0.318985	0.000000	38.980396	0.003403	0.4
121	-0.292538	0.994983	37.217047	0.002892	0.5
122	-0.298075	0.695653	37.730523	0.004698	0.4
123	-0.306704	0.391798	38.266457	0.003415	0.4
124	-0.306435	1.391798	36.557508	0.002875	0.5
125	-0.318819	1.088952	37.058722	0.002994	0.6
126	-0.293942	1.672945	36.104190	0.002976	0.4
127	-0.319755	1.398593	36.546417	0.002606	0.4
128	-0.270823	2.398178	34.985131	0.003106	0.4
129	-0.290799	3.384773	33.569651	0.004612	0.4
130	-0.307392	3.080923	33.993229	0.003099	0.5
131	-0.286398	2.787982	34.411844	0.002029	0.4
132	-0.290010	2.485242	34.855435	0.002810	0.5
133	-0.280343	2.197604	35.287624	0.002289	0.5
134	-0.289734	2.541979	34.771433	0.002735	0.4
135	-0.315908	2.238266	35.225878	0.002524	0.5
136	-0.301621	2.773036	34.433478	0.003730	0.4
137	-0.307644	2.469648	34.878593	0.003447	0.6
138	-0.285859	3.469648	33.453213	0.003403	0.4
139	-0.271793	3.306355	33.677955	0.003745	0.4
140	-0.276612	3.002501	34.104293	0.004800	0.4
141	-0.300533	2.698647	34.541564	0.003405	0.5
142	-0.278176	2.394792	34.990194	0.003880	0.5
143	-0.300197	2.090943	35.450624	0.003811	0.6
144	-0.293079	1.787088	35.923340	0.003769	0.4
145	-0.303232	2.659106	34.599292	0.002538	0.4
146	-0.284123	2.392125	34.994184	0.002725	0.4
147	-0.306771	2.096102	35.442705	0.003503	0.4
148	-0.285173	3.095909	33.972088	0.003234	0.5
149	-0.289884	4.095844	32.618481	0.003350	0.4
150	-0.303678	3.791999	33.018246	0.002983	0.5
151	-0.290246	3.488145	33.427943	0.004051	0.5
152	-0.267873	3.184292	33.847935	0.005544	0.4
153	-0.300340	2.880659	34.278297	0.003983	0.4
154	-0.318713	2.576804	34.720071	0.003233	0.4
155	-0.301610	2.273138	35.173097	0.003260	0.4
156	-0.285338	1.969286	35.638387	0.002461	0.5
157	-0.305354	1.665519	36.116019	0.002723	0.4
158	-0.279585	1.362619	36.605208	0.001773	0.5
159	-0.308394	1.444040	36.472415	0.003232	0.4
160	-0.328309	1.490769	36.396636	0.002763	0.4
161	-0.310408	1.229057	36.825149	0.004647	0.4
162	-0.301830	0.967157	37.264191	0.002333	0.5
163	-0.298649	0.663313	37.786848	0.003961	0.4
164	-0.294061	0.361439	38.320843	0.003376	0.4
165	-0.301931	0.057584	38.873801	0.004045	0.4
166	-0.268895	0.000000	38.980396	0.003459	0.5
167	-0.297061	0.000000	38.980396	0.003440	0.5
168	-0.288625	0.000000	38.980396	0.004333	0.5
169	-0.274311	0.997899	37.212115	0.003829	0.6
170	-0.291036	1.997899	35.594049	0.003836	0.5
171	-0.308429	1.694044	36.070624	0.002058	0.5
172	-0.319542	1.390217	36.560089	0.002523	0.5
173	-0.286865	1.975713	35.628419	0.002131	0.4
174	-0.312778	1.892743	35.757547	0.003861	0.4
175	-0.288316	2.853699	34.317040	0.002988	0.4
176	-0.312605	2.550079	34.759473	0.002789	0.4
177	-0.299551	2.246233	35.213805	0.001752	0.5
178	-0.305483	2.279077	35.164123	0.004484	0.5
179	-0.286312	3.111284	33.950425	0.002112	0.4
180	-0.335258	2.812293	34.376712	0.005132	0.4
181	-0.306001	3.810482	32.993648	0.002949	0.4
182	-0.314814	4.810482	31.715344	0.001670	0.5
183	-0.320777	5.700040	30.658693	0.002751	0.5
184	-0.299063	5.458513	30.938562	0.002974	0.5
185	-0.310165	6.268787	30.019242	0.002783	0.4
186	-0.300751	5.973741	30.347601	0.002764	0.5
187	-0.277324	5.670382	30.692786	0.002812	0.5
188	-0.283856	5.388377	31.020791	0.003233	0.5
189	-0.298246	6.385501	29.891303	0.003458	0.4
190	-0.293249	6.142556	30.158852	0.002176	0.5
191	-0.294096	6.722707	29.527720	0.003619	0.4
192	-0.306764	6.419278	29.854482	0.002677	0.4
193	-0.285750	6.115424	30.189030	0.003662	0.4
194	-0.291653	5.812181	30.530463	0.005161	0.4
195	-0.307778	5.508327	30.880422	0.002910	0.4
196	-0.300704	6.468230	29.801276	0.003151	0.4
197	-0.292730	6.173230	30.124807	0.002036	0.5
198	-0.311383	7.166937	29.062028	0.002011	0.4
199	-0.308261	7.323517	28.901366	0.004076	0.4
200	-0.289985	7.575562	28.646447	0.004249	0.4
201	-0.306937	7.271708	28.954328	0.001915	0.5
202	-0.289533	6.968380	29.268349	0.005189	0.4
203	-0.314957	6.664730	29.589601	0.003418	0.4
204	-0.287577	6.360875	29.918207	0.002520	0.4
205	-0.310931	6.058278	30.252787	0.005523	0.4
206	-0.289352	5.754423	30.596373	0.003199	0.4
207	-0.286128	6.615353	29.642508	0.003896	0.5
208	-0.297664	7.274927	28.951032	0.003378	0.4
209	-0.303226	6.979081	29.257156	0.001861	0.4
210	-0.301288	6.683400	29.569645	0.003451	0.4
211	-0.306591	6.379745	29.897588	0.005663	0.4
212	-0.298375	6.075890	30.233108	0.001427	0.4
213	-0.301078	5.772163	30.576100	0.002619	0.5
214	-0.302889	5.525043	30.860961	0.001885	0.4
215	-0.307973	5.232333	31.205320	0.001747	0.4
216	-0.316941	5.009301	31.472907	0.004107	0.4
217	-0.318696	4.707631	31.842231	0.002767	0.4
218	-0.312405	4.509760	32.089220	0.002750	0.4
219	-0.302519	5.486145	30.906284	0.003339	0.4
220	-0.284692	5.182308	31.264941	0.001933	0.4
221	-0.295421	5.148680	31.305149	0.004120	0.4
222	-0.318180	4.844834	31.673189	0.002777	0.5
223	-0.268371	4.540987	32.049988	0.002693	0.4
224	-0.318526	4.237224	32.435752	0.002908	0.4
225	-0.304281	3.933729	32.830562	0.004137	0.4
226	-0.303784	3.630744	33.234413	0.004278	0.5
227	-0.291999	4.630729	31.937770	0.002132	0.4
228	-0.292969	4.326876	32.320935	0.002839	0.4
229	-0.289317	5.321620	31.099466	0.002851	0.4
230	-0.295055	6.170029	30.128357	0.001877	0.5
231	-0.283832	5.878231	30.455439	0.003690	0.5
232	-0.309000	5.637278	30.730930	0.002223	0.5
233	-0.322637	5.360808	31.053234	0.003580	0.4
234	-0.298780	5.057022	31.415268	0.002221	0.4
235	-0.328985	6.048270	30.263980	0.003026	0.4
236	-0.289710	5.827394	30.513151	0.004971	0.4
237	-0.302161	6.825872	29.418246	0.001862	0.4
238	-0.332582	6.533763	29.730347	0.002672	0.5
239	-0.291308	6.235447	30.055990	0.003243	0.5
240	-0.289993	5.932915	30.393603	0.002571	0.4
241	-0.292771	5.632447	30.736504	0.001133	0.4
242	-0.299958	5.715471	30.640984	0.003752	0.4
243	-0.300149	5.579276	30.797991	0.002995	0.4
244	-0.311427	6.559640	29.702431	0.002802	0.5
245	-0.288786	7.536892	28.685265	0.003950	0.4
246	-0.278812	7.233040	28.993985	0.004529	0.4
247	-0.277347	6.929185	29.309424	0.003225	0.4
248	-0.319838	6.625332	29.631800	0.004180	0.4
249	-0.299332	6.923822	29.315053	0.002416	0.4
