1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
51	-0.139001	1.000000	35.818222	0.002106	0.6
52	-0.152375	2.000000	34.260908	0.002927	0.5
53	-0.148820	1.091915	35.669197	0.002253	0.5
54	-0.136699	2.081086	34.140545	0.002583	0.5
55	-0.133212	2.389917	33.689768	0.002791	0.5
56	-0.159569	1.484382	35.046588	0.003222	0.4
57	-0.144226	2.484381	33.554253	0.002022	0.5
58	-0.125778	3.484348	32.183862	0.002691	0.5
59	-0.123992	4.389721	31.036217	0.002811	0.5
60	-0.142327	3.483687	32.184730	0.003392	0.4
61	-0.142878	4.454445	30.957300	0.002250	0.4
62	-0.135842	5.441712	29.801431	0.002328	0.4
63	-0.138023	4.567874	30.819961	0.001849	0.4
64	-0.155804	3.675823	31.934127	0.002352	0.5
65	-0.157900	3.786616	31.791385	0.002171	0.4
66	-0.128530	2.878487	33.000452	0.003542	0.4
67	-0.136168	3.878434	31.674055	0.003536	0.4
68	-0.139082	4.878434	30.450099	0.002744	0.5
69	-0.138331	3.970303	31.557522	0.002040	0.4
70	-0.153783	4.970232	30.342466	0.003209	0.4
71	-0.151711	4.074014	31.426993	0.003926	0.4
72	-0.146022	5.074014	30.221694	0.002065	0.4
73	-0.133078	6.030606	29.152172	0.002696	0.4
74	-0.155611	5.122954	30.165076	0.003221	0.4
75	-0.126345	4.214823	31.251494	0.003071	0.4
76	-0.158726	5.129683	30.157307	0.003107	0.4
77	-0.132999	6.129683	29.045709	0.001740	0.4
78	-0.158249	5.221560	30.051640	0.003597	0.4
79	-0.149528	4.313429	31.129756	0.001411	0.4
80	-0.138187	3.405300	32.288105	0.001470	0.4
81	-0.148278	4.157337	31.322904	0.002698	0.4
82	-0.146710	3.249546	32.495489	0.004068	0.4
83	-0.137891	2.342084	33.758805	0.002025	0.4
84	-0.140155	1.433965	35.125350	0.004483	0.5
85	-0.160082	0.526140	36.606696	0.002586	0.5
86	-0.142441	0.000000	37.523851	0.002057	0.5
87	-0.137578	0.000000	37.523851	0.002690	0.5
88	-0.133778	0.000000	37.523851	0.003974	0.5
89	-0.139083	0.000000	37.523851	0.003051	0.6
90	-0.152072	0.000000	37.523851	0.003264	0.6
91	-0.141217	0.812095	36.126785	0.002954	0.5
92	-0.138618	0.000000	37.523851	0.002540	0.5
93	-0.141255	0.000000	37.523851	0.004055	0.6
94	-0.144387	0.000000	37.523851	0.002544	0.5
95	-0.131747	0.000000	37.523851	0.003333	0.5
96	-0.162784	0.000000	37.523851	0.002202	0.5
97	-0.132418	0.000000	37.523851	0.003452	0.5
98	-0.146866	0.000000	37.523851	0.002052	0.6
99	-0.133545	0.000000	37.523851	0.002820	0.5
100	-0.143331	0.000000	37.523851	0.003133	0.5
101	-0.136172	0.000000	37.523851	0.002770	0.6
102	-0.149073	0.000000	37.523851	0.003373	0.5
103	-0.148540	0.999887	35.818405	0.003330	0.6
104	-0.117956	1.995258	34.267973	0.005142	0.5
105	-0.142306	2.995258	32.839858	0.001932	0.5
106	-0.132565	3.995244	31.526033	0.004178	0.5
107	-0.131779	4.995232	30.313285	0.001775	0.5
108	-0.151396	5.995116	29.190498	0.002279	0.5
109	-0.151216	6.953547	28.189656	0.001975	0.6
110	-0.144944	7.938856	27.229855	0.002292	0.5
111	-0.142979	7.159108	27.983872	0.004106	0.5
112	-0.151559	6.250977	28.916427	0.003477	0.5
113	-0.131306	7.250977	27.892872	0.004804	0.5
114	-0.140586	8.250977	26.939301	0.001998	0.4
115	-0.136101	9.174871	26.114474	0.002886	0.4
116	-0.150694	10.174658	25.276969	0.003550	0.6
117	-0.127702	11.174658	24.491352	0.003755	0.5
118	-0.144054	10.791936	24.786187	0.002905	0.5
119	-0.146319	11.791813	24.030415	0.003185	0.5
120	-0.136585	12.791751	23.319326	0.002775	0.5
121	-0.139708	11.883620	23.963325	0.002611	0.5
122	-0.128789	12.778393	23.328548	0.003401	0.5
123	-0.140099	11.870586	23.972827	0.001590	0.5
124	-0.140187	10.980114	24.640340	0.001739	0.6
125	-0.151960	11.380225	24.335867	0.001817	0.5
126	-0.155874	12.321447	23.648459	0.002962	0.5
127	-0.150624	12.646084	23.420285	0.002701	0.5
128	-0.145130	11.760840	24.053134	0.002929	0.6
129	-0.137080	10.853176	24.738534	0.001770	0.6
130	-0.137642	11.853157	23.985545	0.003891	0.5
131	-0.143976	12.064463	23.832260	0.001756	0.6
132	-0.158012	13.059999	23.135669	0.002171	0.5
133	-0.152860	12.860112	23.272247	0.003806	0.6
134	-0.149467	13.860104	22.604662	0.004649	0.5
135	-0.138880	12.951973	23.209281	0.003946	0.5
136	-0.134999	12.043842	23.847132	0.001881	0.4
137	-0.141965	11.176268	24.490127	0.003373	0.4
138	-0.142622	11.110470	24.540310	0.003750	0.5
139	-0.153870	10.202339	25.254545	0.002634	0.6
140	-0.134084	11.199837	24.472201	0.003707	0.6
141	-0.115018	10.292341	25.181909	0.003275	0.5
142	-0.147003	11.292341	24.402098	0.001458	0.5
143	-0.134655	11.660949	24.126699	0.002277	0.5
144	-0.159651	10.907146	24.696689	0.004694	0.6
145	-0.137693	9.999035	25.420175	0.002250	0.5
146	-0.150244	9.090904	26.187345	0.003636	0.5
147	-0.159317	9.910963	25.492602	0.002993	0.4
148	-0.144044	10.882785	24.715559	0.005200	0.5
149	-0.156980	11.882785	23.963934	0.001793	0.5
150	-0.147947	12.882784	23.256674	0.002944	0.5
151	-0.144023	13.605195	22.771173	0.003093	0.5
152	-0.133617	14.605184	22.131633	0.002148	0.5
153	-0.148687	15.567491	21.549219	0.003555	0.5
154	-0.146005	16.559952	20.979816	0.003845	0.5
155	-0.138629	15.651821	21.499638	0.002016	0.5
156	-0.133120	16.651821	20.928626	0.001560	0.7
157	-0.129392	17.317439	20.565071	0.002362	0.6
158	-0.133210	16.409680	21.064090	0.001777	0.5
159	-0.139621	15.501927	21.587925	0.002127	0.6
160	-0.149420	14.623333	22.120358	0.002645	0.9
161	-0.138454	13.727038	22.691278	0.003375	0.6
162	-0.143155	12.819440	23.300234	0.002813	0.6
163	-0.144040	13.814123	22.634518	0.003218	0.6
164	-0.161706	13.139101	23.082063	0.002752	0.5
165	-0.149588	14.132550	22.429367	0.004151	0.5
166	-0.163734	15.132459	21.808670	0.003235	0.5
167	-0.154286	14.224328	22.370927	0.004819	0.5
168	-0.122613	15.224328	21.753360	0.002009	0.5
169	-0.156983	14.316197	22.312733	0.003249	0.5
170	-0.133630	15.307008	21.703823	0.002105	1.1
171	-0.146609	15.487944	21.596198	0.002674	0.5
172	-0.158327	16.487926	21.020124	0.002462	0.5
173	-0.136435	17.453668	20.492216	0.003955	0.4
174	-0.120812	16.573616	20.972186	0.002619	0.5
175	-0.146086	15.666524	21.491016	0.003014	0.4
176	-0.129573	14.758393	22.036809	0.003150	0.5
177	-0.153398	13.850262	22.611046	0.003801	0.5
178	-0.140236	12.942131	23.216011	0.001452	0.5
179	-0.158676	13.942094	22.551621	0.002880	0.5
180	-0.173684	13.047885	23.143901	0.004042	1.2
181	-0.132490	12.139754	23.778115	0.003135	0.5
182	-0.134238	11.231623	24.448067	0.003080	0.5
183	-0.146915	10.323560	25.156811	0.004369	0.5
184	-0.139768	11.287380	24.405847	0.003871	0.6
185	-0.146960	12.287380	23.672661	0.005377	0.6
186	-0.147936	13.287380	22.982242	0.003023	0.5
187	-0.148861	12.383179	23.604729	0.001886	0.6
188	-0.140225	11.475057	24.264804	0.002954	0.5
189	-0.161637	12.473909	23.540749	0.003575	0.6
190	-0.143671	13.473890	22.857904	0.004721	0.5
191	-0.143439	12.565759	23.476331	0.002402	0.6
192	-0.151187	11.659219	24.127977	0.002448	0.6
193	-0.152919	12.447867	23.559077	0.002275	0.5
194	-0.143886	11.875688	23.969106	0.003614	0.6
195	-0.146987	10.967558	24.650018	0.005105	0.6
196	-0.138540	11.967558	23.902313	0.002942	0.5
197	-0.135660	11.059435	24.579375	0.002271	0.6
198	-0.142171	10.151469	25.295785	0.003311	0.7
199	-0.126513	11.100980	24.547564	0.002742	0.5
200	-0.131185	10.192856	25.262222	0.003360	0.6
201	-0.135537	9.301173	26.005623	0.002659	0.6
202	-0.156563	8.393042	26.809096	0.002644	0.6
203	-0.150695	9.392411	25.927554	0.002970	0.6
204	-0.141926	9.341387	25.971155	0.002460	0.5
205	-0.138065	8.434135	26.771668	0.002065	0.5
206	-0.145184	8.833103	26.413641	0.002709	0.5
207	-0.161370	9.249407	26.050126	0.002621	0.5
208	-0.142973	10.244598	25.220387	0.002855	0.6
209	-0.135425	10.137798	25.306891	0.003340	0.5
210	-0.147875	9.229674	26.067131	0.001997	0.5
211	-0.139106	10.016270	25.406049	0.002871	0.5
212	-0.155580	9.119828	26.162197	0.002163	0.6
213	-0.153740	10.089615	25.346112	0.003488	0.5
214	-0.152456	9.959794	25.452394	0.003832	0.5
215	-0.147979	9.051663	26.221539	0.002440	0.5
216	-0.128188	8.237957	26.951298	0.001565	0.5
217	-0.147033	8.232805	26.956047	0.002411	0.5
218	-0.152909	8.799523	26.443406	0.002107	0.6
219	-0.144089	9.222447	26.073364	0.003031	0.7
220	-0.154405	8.321508	26.874500	0.004199	0.7
221	-0.141574	9.321508	25.988182	0.001541	0.5
222	-0.150893	8.416966	26.787292	0.003451	0.6
223	-0.129578	7.508836	27.640584	0.003232	0.5
224	-0.155445	6.600705	28.550027	0.004514	0.9
225	-0.160501	5.692574	29.521352	0.002961	0.6
226	-0.151789	4.784443	30.561097	0.003027	0.5
227	-0.121020	4.174352	31.301734	0.002596	0.5
228	-0.139097	3.267065	32.472031	0.003775	0.5
229	-0.145774	2.358937	33.734450	0.003005	0.4
230	-0.152354	3.358937	32.349560	0.002765	0.4
231	-0.156891	4.358937	31.073893	0.003510	0.4
232	-0.134663	3.450806	32.228013	0.001901	0.5
233	-0.152710	2.542676	33.471168	0.003080	0.4
234	-0.142984	3.533598	32.119254	0.002113	0.5
235	-0.138638	4.261522	31.193722	0.004284	0.6
236	-0.148353	3.353623	32.356618	0.002101	0.5
237	-0.156128	4.324353	31.116328	0.003060	0.4
238	-0.157363	5.091997	30.200864	0.003987	0.4
239	-0.157972	6.091997	29.086112	0.002087	0.4
240	-0.156451	5.183866	30.094901	0.004640	0.4
241	-0.147753	4.275735	31.176180	0.003565	0.5
242	-0.171269	5.275735	29.989679	0.002666	0.5
243	-0.134102	4.438741	30.976410	0.002822	0.5
244	-0.138207	5.438739	29.804783	0.003741	0.4
245	-0.161118	6.438386	28.718922	0.002676	0.5
246	-0.131604	5.530255	29.701972	0.001253	0.5
247	-0.139917	6.393769	28.765698	0.002351	0.5
248	-0.128991	7.372716	27.773191	0.001834	0.5
249	-0.150547	8.370733	26.829459	0.001178	0.5
